uuid,Keywords,label
751,Exposure to acute noxious heat evokes a cardiorespiratory shock response in humans,1
752,The role of E2A in ATPR-induced cell differentiation and cycle arrest in acute myeloid leukaemia cells,1
753,Novel cost-efficient protein-based membrane system for cells cocultivation and modeling the intercellular communication,1
754,Linking international trade and foreign direct investment to CO2 emissions: Any differences between developed and developing countries?,0
755,"Carbon emissions, the industrial structure and economic growth: Evidence from heterogeneous industries in China",0
756,Neurologic Complications in Pediatric Allogeneic Stem Cell Transplantation: Analysis of Risk Factors and Outcome,1
757,Recent advances in lipid extraction using green solvents,1
758,Preparation of a new low-cost substrate prepared from drinking water treatment sludge (DWTS)/bentonite/zeolite/fly ash for rapid phosphorus removal in constructed wetlands,0
759,How much is too much? Quantifying pesticide overuse in vegetable production in Southeast Asia,0
760,Revisiting China's provincial energy efficiency and its influencing factors,0
761,Comparative Proteomic Analysis of the Mycoplasma gallisepticum Nucleoid Fraction before and after Infection,1
762,"COP21 Roadmap: Do innovation, financial development, and transportation infrastructure matter for environmental sustainability in China?",1
763,AYUSH- 64: A potential therapeutic agent in COVID-19,1
764,A review of recent advances in magnetic nanoparticle-based theranostics of glioblastoma,1
765,Does economic globalization have predictive power for ecological footprint in MENA counties? A panel causality test with a Fourier function,0
766,Protease Inhibitors from Plants as Therapeutic Agents- A Review,1
767,When Is an Interview an Inter View? The Historical and Recent Development of Methodologies Used to Investigate Children's Astronomy Knowledge,0
768,Effects of foreign direct investment on carbon emissions: Evidence from China and its Belt and Road countries,1
769,Analysis of electricity generation options for sustainable energy decision making: The case of Turkey,0
770,Dual-effect single-mixed refrigeration cycle: An innovative alternative process for energy-efficient and cost-effective natural gas liquefaction,0
771,"The association between HIV disclosure, spousal testing and unprotected vaginal intercourse within marriage among HIV positive married MSM in China",1
772,Does oil price really matter for the wage arrears in Russia?,0
773,"Multi-objective optimization for an integrated renewable, power-to-gas and solid oxide fuel cell/gas turbine hybrid system in microgrid",0
774,Regional environmental efficiency in China: An empirical analysis based on entropy weight method and non-parametric models,0
775,Parenting Interventions for Refugees and Forcibly Displaced Families: A Systematic Review,1
776,S-Benzyl cysteine based cyclic dipeptide super hydrogelator: Enhancing efficacy of an anticancer drug via sustainable release,1
777,"Health impact analysis of PM2.5 from wildfire smoke in Canada (2013-2015,2017-2018)",1
778,"Measuring smart grid resilience: Methods, challenges and opportunities",0
779,Multiparameter platelet function analysis of bleeding patients with a prolonged platelet function analyser closure time,1
780,Becoming prosumer: Revealing trading preferences and decision-making strategies in peer-to-peer energy communities,1
781,The heterogeneous effects of socioeconomic determinants on PM2.5 concentrations using a two-step panel quantile regression,1
782,Recent advances in systemic therapy for hepatocellular carcinoma,1
783,Vibration anesthesia during carboxytherapy for cellulite: a study protocol,1
784,Utilization of coal fly ash in China: a mini-review on challenges and future directions,0
785,fMRI replicability during emotional scene viewing: Functional regions and sample size,1
786,Techno-economic analysis of low-carbon hydrogen production by sorption enhanced steam methane reforming (SE-SMR) processes,1
787,Economic costs of heat-induced reductions in worker productivity due to global warming,1
788,When there is only one patient: Induction of labour for termination of pregnancy,1
789,Influence of nano and bulk copper on agile frog development,1
790,Influence of FDI quality on energy efficiency in China based on seemingly unrelated regression method,0
791,Spatial pattern and driving factors for interprovincial natural gas consumption in China: Based on SNA and LMDI,0
792,Novel Machine Learning Approaches for Modelling the Gully Erosion Susceptibility,0
793,Scientists' warning to humanity on the freshwater biodiversity crisis,1
794,Upper Cervical Compression Myelopathy Caused by the Retro-Odontoid Pseudotumor With Degenerative Osteoarthritis and Calcium Pyrophosphate Dihydrate Disease: A Case Report and Literature Review,1
795,Medium-Chain fatty acids and long-chain alcohols production from waste activated sludge via two-stage anaerobic fermentation,1
796,Nexus between green finance and climate change mitigation in N-11 and BRICS countries: empirical estimation through difference in differences (DID) approach,1
797,"MiR-556-5p modulates migration, invasion, and epithelial-mesenchymal transition in breast cancer cells via targeting PTHrP",1
798,Kyphosis After Thoracolumbar Spine Fractures: WFNS Spine Committee Recommendations,1
799,"Corporate Economic, Environmental, and Social Sustainability Performance Transformation through ESG Disclosure",1
800,Long non-coding RNA CCL2 promoted gastric cancer function via miR-128/ PARP2 signal pathway,1
801,Does Economic Policy Uncertainty Affect CO2 Emissions? Empirical Evidence from the United States,0
802,"Relation of parenting child abuse based on attachment styles, parenting styles, and parental addictions",1
803,Rethinking Social Relationships in Adulthood: The Differential Investment of Resources Model,0
804,"A survey of group decision making methods in Healthcare Industry 4.0: bibliometrics, applications, and directions",0
805,Optimal operation of water-energy microgrids; a mixed integer linear programming formulation,0
806,Analysis of the spatial association network structure of China's transportation carbon emissions and its driving factors,0
807,Serum Compatible Spermine-Based Cationic Lipids with Nonidentical Hydrocarbon Tails Mediate High Transfection Efficiency,1
808,Life-Cycle Assessment and Monetary Measurements for the Carbon Footprint Reduction of Public Buildings,0
809,The Associations between Family-Related Factors and Excessive Internet Use in Adolescents,1
810,Creating work environments where people of all genders in gynecologic oncology can thrive: An SGO evidence-based review,1
811,Updating the Mediterranean Diet Pyramid towards Sustainability: Focus on Environmental Concerns,0
812,A 66-Year-Old Man With Subacute Cough and Worsening Dyspnea Previously Diagnosed With COVID-19 Pneumonia,1
813,Catatonic Episodes Related to Substance Use: A Cross-Sectional Study Using Electronic Healthcare Records,1
814,"Financial development, globalization and ecological footprint in G7: further evidence from threshold cointegration and fractional frequency causality tests",1
815,"Past, present, and future of sustainable finance: insights from big data analytics through machine learning of scholarly research",0
816,The clinical course of Rathke's cleft cysts in pediatric patients: impact on growth and pubertal development,1
817,Long-distance migration is a major factor driving local adaptation at continental scale in Coho salmon,1
818,Primary salivary acinar cell carcinoma of the parotid gland with parietal skull metastasis: A case report,1
819,Re-examining the environmental kuznets curve hypothesis in the economic community of West African states: A panel quantile regression approach,0
